table_name,layer,business_line,business_code,domain,comment
ods_rp_im,ods,职能后台,admin,线索/私信/客户,私信报表数据
ods_rp_im_day,ods,职能后台,admin,线索/私信/客户,私信每天数据
ods_rp_im_day_hour,ods,职能后台,admin,线索/私信/客户,私信报表每天每小时数据
ods_rp_im_month,ods,职能后台,admin,线索/私信/客户,私信每月数据
ods_rp_im_type_bak,ods,职能后台,admin,线索/私信/客户,
ods_rp_im_week,ods,职能后台,admin,线索/私信/客户,私信每周数据
ods_rp_live_count,ods,直播,live,直播,直播统计数据
ods_run_events,ods,职能后台,admin,日志/任务/系统,
ods_runs,ods,职能后台,admin,未分类,
ods_s_clue_day,ods,销售/商业化,sales,线索/私信/客户,线索数据按天累计
ods_s_im_day,ods,职能后台,admin,线索/私信/客户,私信每日数据
ods_s_im_month,ods,职能后台,admin,线索/私信/客户,私信每月数据
ods_s_im_week,ods,职能后台,admin,线索/私信/客户,私信每周数据
ods_s_live_count,ods,直播,live,直播,直播统计数据
ods_s_live_count_all,ods,直播,live,日志/任务/系统,直播数据历史累计
ods_s_live_count_day,ods,直播,live,直播,直播数据按天累计
ods_s_live_count_live,ods,直播,live,直播,直播数据按场次累计
ods_s_live_count_temp,ods,直播,live,直播,直播统计数据-临时
ods_s_user_count_all,ods,直播,live,组织/用户/权限,单用户汇总
ods_s_user_count_day,ods,直播,live,组织/用户/权限,单用户每日新增情况
ods_s_video_count_day,ods,内容创意,content,视频/内容/素材,单用户每日新增情况
ods_s_video_count_day_all,ods,内容创意,content,视频/内容/素材,单用户汇总
ods_sales_ad_product_library,ods,投流/投放,traffic,广告/投放,
ods_sales_ad_product_library_ai_audit_correction_log,ods,投流/投放,traffic,日志/任务/系统,
ods_sales_ad_product_library_ai_audit_item,ods,投流/投放,traffic,广告/投放,
ods_sales_ad_product_library_audit_log,ods,投流/投放,traffic,日志/任务/系统,
ods_sales_ad_product_library_ops_auth,ods,投流/投放,traffic,广告/投放,
ods_sales_banner,ods,职能后台,admin,未分类,
ods_sales_data_local_ads_material,ods,投流/投放,traffic,视频/内容/素材,
ods_sales_data_syj_talent_video,ods,达人,talent,视频/内容/素材,
ods_sales_flyway_schema_history,ods,职能后台,admin,日志/任务/系统,
ods_sales_influencer,ods,达人,talent,达人/作者,
ods_sales_influencer_coop_pro_temp_staff,ods,达人,talent,达人/作者,
ods_sales_influencer_coop_project,ods,达人,talent,达人/作者,
ods_sales_influencer_coop_project_influencer,ods,达人,talent,达人/作者,
ods_sales_influencer_coop_project_influencer_video,ods,达人,talent,视频/内容/素材,
ods_sales_influencer_coop_project_owner,ods,达人,talent,达人/作者,
ods_sales_influencer_coop_project_poi_stats,ods,达人,talent,达人/作者,
ods_sales_influencer_coop_project_supplement_data,ods,达人,talent,达人/作者,
ods_sales_influencer_coop_project_tag,ods,达人,talent,达人/作者,
ods_sales_influencer_copy1,ods,达人,talent,达人/作者,
ods_sales_influencer_order_rank,ods,达人,talent,订单交易,
ods_sales_influencer_score,ods,达人,talent,达人/作者,
ods_sales_influencer_stats,ods,达人,talent,达人/作者,
ods_sales_influencer_tag,ods,达人,talent,达人/作者,
ods_sales_influencer_verify_rank,ods,达人,talent,订单交易,
ods_sales_ops_auditor_whitelist,ods,职能后台,admin,未分类,
ods_sales_sales_ad_product_library,ods,投流/投放,traffic,广告/投放,
ods_sales_sales_ad_product_library_ai_audit_correction_log,ods,投流/投放,traffic,日志/任务/系统,
ods_sales_sales_ad_product_library_ai_audit_item,ods,投流/投放,traffic,广告/投放,
ods_sales_sales_ad_product_library_audit_log,ods,投流/投放,traffic,日志/任务/系统,
ods_sales_sales_ad_product_library_ops_auth,ods,投流/投放,traffic,广告/投放,
ods_sales_sales_banner,ods,职能后台,admin,未分类,
ods_sales_sales_influencer,ods,达人,talent,达人/作者,
ods_sales_sales_influencer_coop_pro_temp_staff,ods,达人,talent,达人/作者,
ods_sales_sales_influencer_coop_project,ods,达人,talent,达人/作者,
ods_sales_sales_influencer_coop_project_influencer,ods,达人,talent,达人/作者,
ods_sales_sales_influencer_coop_project_influencer_video,ods,达人,talent,视频/内容/素材,
ods_sales_sales_influencer_coop_project_owner,ods,达人,talent,达人/作者,
ods_sales_sales_influencer_coop_project_poi_stats,ods,达人,talent,达人/作者,
ods_sales_sales_influencer_coop_project_supplement_data,ods,达人,talent,达人/作者,
ods_sales_sales_influencer_coop_project_tag,ods,达人,talent,达人/作者,
ods_sales_sales_influencer_copy1,ods,达人,talent,达人/作者,
ods_sales_sales_influencer_order_rank,ods,达人,talent,订单交易,
ods_sales_sales_influencer_score,ods,达人,talent,达人/作者,
ods_sales_sales_influencer_stats,ods,达人,talent,达人/作者,
ods_sales_sales_influencer_tag,ods,达人,talent,达人/作者,
ods_sales_sales_influencer_verify_rank,ods,达人,talent,订单交易,
ods_sales_sales_ops_auditor_whitelist,ods,职能后台,admin,未分类,
ods_sales_sales_tag,ods,内容创意,content,未分类,
ods_sales_tag,ods,内容创意,content,未分类,
ods_sales_video_analysis_cache,ods,内容创意,content,视频/内容/素材,
ods_series_sub_brand,ods,职能后台,admin,汽车/品牌/车型,
ods_store_ad_account_cost_mid,ods,投流/投放,traffic,广告/投放,门店广告账户成本中间表
ods_store_cost_summary_mid,ods,投流/投放,traffic,门店/经销商/POI,门店成本汇总中间表
ods_store_migrations,ods,职能后台,admin,门店/经销商/POI,
ods_syj_chart_data_text,ods,内容创意,content,未分类,生意经_图表核心长文本数据表
ods_sys_account,ods,职能后台,admin,组织/用户/权限,
ods_sys_ai_agent,ods,职能后台,admin,组织/用户/权限,
ods_sys_ai_capability,ods,职能后台,admin,组织/用户/权限,
ods_sys_api_log,ods,职能后台,admin,日志/任务/系统,
ods_sys_area_info,ods,职能后台,admin,组织/用户/权限,
ods_sys_brand_info,ods,职能后台,admin,汽车/品牌/车型,
ods_sys_brand_model,ods,职能后台,admin,汽车/品牌/车型,
ods_sys_dept,ods,职能后台,admin,组织/用户/权限,
ods_sys_dict,ods,职能后台,admin,组织/用户/权限,
ods_sys_dict_item,ods,职能后台,admin,组织/用户/权限,
ods_sys_event_log,ods,职能后台,admin,日志/任务/系统,
ods_sys_file,ods,职能后台,admin,组织/用户/权限,
ods_sys_log,ods,职能后台,admin,日志/任务/系统,
ods_sys_menu,ods,职能后台,admin,组织/用户/权限,
ods_sys_menu_copy,ods,职能后台,admin,组织/用户/权限,
ods_sys_message,ods,职能后台,admin,线索/私信/客户,
ods_sys_message_template,ods,职能后台,admin,线索/私信/客户,
ods_sys_oauth_client_details,ods,职能后台,admin,线索/私信/客户,
ods_sys_oss_config,ods,职能后台,admin,组织/用户/权限,
ods_sys_post,ods,职能后台,admin,组织/用户/权限,
ods_sys_role,ods,职能后台,admin,组织/用户/权限,
ods_sys_role_agent,ods,职能后台,admin,组织/用户/权限,
ods_sys_role_menu,ods,职能后台,admin,组织/用户/权限,
ods_sys_tenant,ods,职能后台,admin,组织/用户/权限,
ods_sys_tenant_ai_capability,ods,职能后台,admin,组织/用户/权限,
ods_sys_tenant_business,ods,职能后台,admin,组织/用户/权限,
ods_sys_user,ods,职能后台,admin,组织/用户/权限,
ods_sys_user_ai_capability,ods,职能后台,admin,组织/用户/权限,
ods_sys_user_dept,ods,职能后台,admin,组织/用户/权限,
ods_sys_user_post,ods,职能后台,admin,组织/用户/权限,
ods_sys_user_role,ods,职能后台,admin,组织/用户/权限,
ods_sys_wechat_message_template,ods,职能后台,admin,线索/私信/客户,
ods_t_ad_flow_master,ods,投流/投放,traffic,广告/投放,优化师表
ods_t_ad_flow_master_account,ods,投流/投放,traffic,广告/投放,优化师负责账号
ods_t_brand_compare_account,ods,投流/投放,traffic,汽车/品牌/车型,对标账号
ods_t_car_series,ods,职能后台,admin,汽车/品牌/车型,车型表
ods_t_client_comment,ods,销售/商业化,sales,线索/私信/客户,短视频评论客户
ods_t_client_follow,ods,销售/商业化,sales,线索/私信/客户,关注客户
ods_t_client_like,ods,销售/商业化,sales,线索/私信/客户,作品点赞
ods_t_client_like_user,ods,销售/商业化,sales,线索/私信/客户,作品点赞的客户
ods_t_client_live_data,ods,销售/商业化,sales,线索/私信/客户,用户直播数据
ods_t_clue,ods,销售/商业化,sales,线索/私信/客户,线索表信息
ods_t_clue_0922,ods,销售/商业化,sales,线索/私信/客户,
ods_t_customer_type,ods,销售/商业化,sales,线索/私信/客户,客户类型
ods_t_customer_type_page,ods,销售/商业化,sales,线索/私信/客户,客户类型与页面多对多
ods_t_dy_video,ods,内容创意,content,视频/内容/素材,抖音门店视频列表
ods_t_dy_video_account,ods,内容创意,content,视频/内容/素材,抖音账户信息表
ods_t_dy_video_ai_analysis,ods,内容创意,content,视频/内容/素材,AI分析抖音视频结果表
ods_t_dy_video_ai_script,ods,内容创意,content,视频/内容/素材,AI分析抖音视频脚本表
ods_t_dy_video_comment,ods,内容创意,content,视频/内容/素材,抖音视频评论表
ods_t_dy_video_comment_hotword,ods,内容创意,content,视频/内容/素材,评论热词表
ods_t_dy_video_increment,ods,内容创意,content,视频/内容/素材,抖音门店视频增量
ods_t_invitation_code,ods,职能后台,admin,未分类,邀请码表
ods_t_live_convert_text,ods,直播,live,直播,直播转文本表
ods_t_live_keyword,ods,直播,live,直播,直播弹幕关键词统计
ods_t_live_user,ods,直播,live,直播,用户直播观众信息
ods_t_menu,ods,职能后台,admin,未分类,菜单表
ods_t_menu_function,ods,职能后台,admin,未分类,菜单功能表
ods_t_monitor_account,ods,投流/投放,traffic,组织/用户/权限,账户监控通知
ods_t_monitor_budget_cost_alter,ods,投流/投放,traffic,财务/成本/结算,账户预算撞线告警
ods_t_monitor_invalid_cost_alter,ods,投流/投放,traffic,财务/成本/结算,账户空耗告警
ods_t_monitor_log_white,ods,投流/投放,traffic,日志/任务/系统,监控日志白名单
ods_t_monitor_notice_log,ods,投流/投放,traffic,日志/任务/系统,监控通知日志
ods_t_monitor_tag,ods,投流/投放,traffic,未分类,监控标签
ods_t_monitor_tag_log,ods,投流/投放,traffic,日志/任务/系统,监控标签有消耗日志
ods_t_monitor_tag_white,ods,投流/投放,traffic,未分类,监控标签白名单
ods_t_org_cost_conf,ods,投流/投放,traffic,财务/成本/结算,账户空耗配置表
ods_t_page,ods,职能后台,admin,未分类,页面菜单表
ods_t_page_action,ods,职能后台,admin,未分类,页面菜单操作按钮表
ods_t_platform,ods,职能后台,admin,未分类,服务平台
ods_t_project,ods,职能后台,admin,未分类,项目表
ods_t_role,ods,职能后台,admin,组织/用户/权限,角色表
ods_t_role_action,ods,职能后台,admin,组织/用户/权限,角色页面操作权限
ods_t_role_page,ods,职能后台,admin,组织/用户/权限,角色页面权限
ods_t_role_permission,ods,职能后台,admin,组织/用户/权限,角色权限表
ods_t_role_platform,ods,职能后台,admin,组织/用户/权限,角色对应服务平台
ods_t_sensitive_word,ods,职能后台,admin,未分类,敏感单词/黑名单
ods_t_store_notice,ods,本地通,xdbdt,门店/经销商/POI,门店通知数据
ods_t_store_notice_read,ods,本地通,xdbdt,门店/经销商/POI,门店通知用户已读数据
ods_t_user,ods,职能后台,admin,组织/用户/权限,平台用户表
ods_t_user_account,ods,职能后台,admin,组织/用户/权限,用户账号表
ods_t_user_account_dy_mini,ods,职能后台,admin,组织/用户/权限,抖音小程序账号
ods_t_user_account_extend,ods,职能后台,admin,组织/用户/权限,用户账号扩展信息
ods_t_user_extend,ods,职能后台,admin,组织/用户/权限,用户扩展表
ods_t_user_live,ods,直播,live,直播,用户直播信息表
ods_t_user_live_barrage_hotword,ods,直播,live,直播,弹幕热词表
ods_t_user_live_convert_text,ods,直播,live,直播,用户直播转文本表
ods_t_user_live_convert_txt,ods,直播,live,直播,用户直播转文本表
ods_t_user_live_data,ods,直播,live,直播,用户直播数据
ods_t_user_live_data_202306,ods,直播,live,直播,用户直播数据
ods_t_user_live_data_202307,ods,直播,live,直播,用户直播数据
ods_t_user_live_data_202308,ods,直播,live,直播,用户直播数据
ods_t_user_live_data_202309,ods,直播,live,直播,用户直播数据
ods_t_user_live_data_202310,ods,直播,live,直播,用户直播数据
ods_t_user_live_data_202311,ods,直播,live,直播,用户直播数据
ods_t_user_live_data_202312,ods,直播,live,直播,用户直播数据
ods_t_user_live_data_202401,ods,直播,live,直播,用户直播数据
ods_t_user_live_data_202402,ods,直播,live,直播,用户直播数据
ods_t_user_live_data_202403,ods,直播,live,直播,用户直播数据
ods_t_user_live_data_202404,ods,直播,live,直播,用户直播数据
ods_t_user_live_data_202405,ods,直播,live,直播,用户直播数据
ods_t_user_live_data_202406,ods,直播,live,直播,用户直播数据
ods_t_user_live_data_202407,ods,直播,live,直播,用户直播数据
ods_t_user_operation_his,ods,职能后台,admin,组织/用户/权限,用户操作记录表
ods_t_user_video,ods,内容创意,content,视频/内容/素材,用户视频信息
ods_t_video_user,ods,内容创意,content,线索/私信/客户,短视频客户
ods_t_video_user_comment,ods,内容创意,content,线索/私信/客户,短视频客户评论信息
ods_task_ai_model,ods,技术研发,tech,日志/任务/系统,AI模型训练任务表
ods_task_dy_webhook,ods,技术研发,tech,日志/任务/系统,webhook任务表
ods_task_info,ods,技术研发,tech,日志/任务/系统,任务表
ods_threads_meta,ods,职能后台,admin,未分类,
ods_traffic_analysis,ods,内容创意,content,未分类,流量分析
ods_traffic_trends,ods,内容创意,content,未分类,
ods_traffic_view_data,ods,内容创意,content,未分类,流量视图数据表
ods_trends,ods,内容创意,content,未分类,
ods_user_data,ods,职能后台,admin,组织/用户/权限,用户数据表
ods_user_info,ods,职能后台,admin,组织/用户/权限,用户信息
ods_user_info_business,ods,职能后台,admin,组织/用户/权限,用户信息
ods_user_info_business_data,ods,职能后台,admin,组织/用户/权限,用户信息
ods_user_sub_account,ods,职能后台,admin,组织/用户/权限,抖音企业号员工账户表
ods_video_analysis_cache,ods,内容创意,content,视频/内容/素材,
ods_video_discount_audit,ods,内容创意,content,视频/内容/素材,视频优惠口播审核表
ods_video_performance_detail_delta,ods,内容创意,content,视频/内容/素材,巨懂车-经销商抖音短视频表现及商机全景明细表（每日新增增量）
ods_video_ranking,ods,内容创意,content,视频/内容/素材,视频榜单
ods_watch_profile,ods,内容创意,content,组织/用户/权限,用户画像
ods_xd_manage_auto_video_analysis,ods,内容创意,content,视频/内容/素材,汽车素材AI分析结果表
ods_xd_manage_bdt_user_operation_log,ods,技术研发,tech,日志/任务/系统,用户操作日志表
ods_xd_manage_conf_flow_group,ods,投流/投放,traffic,组织/用户/权限,优化师部门表
ods_xd_manage_data_autoengine_account_rankings,ods,投流/投放,traffic,组织/用户/权限,巨懂车账号排行商机数据表
ods_xd_manage_data_autoengine_cnr_cost,ods,投流/投放,traffic,门店/经销商/POI,巨懂车CNR政策看板门店成本数据
ods_xd_manage_data_autoengine_enterprises,ods,投流/投放,traffic,未分类,巨懂车企业号列表
ods_xd_manage_data_business_account,ods,投流/投放,traffic,组织/用户/权限,巨量引擎账户信息数据表
ods_xd_manage_data_business_log,ods,投流/投放,traffic,日志/任务/系统,巨量引擎账户操作日志表
ods_xd_manage_data_business_material_list,ods,投流/投放,traffic,视频/内容/素材,巨量引擎素材管理（视频）详细信息表
ods_xd_manage_data_business_ocean_bidding,ods,投流/投放,traffic,广告/投放,巨量引擎竞价数据表
ods_xd_manage_data_business_organization,ods,投流/投放,traffic,组织/用户/权限,巨量引擎组织信息表
ods_xd_manage_data_business_promotion_daily,ods,投流/投放,traffic,广告/投放,巨量引擎广告每日数据报表
ods_xd_manage_data_business_summary,ods,投流/投放,traffic,未分类,巨量引擎账户信息数据表
ods_xd_manage_data_douyin_comment,ods,内容创意,content,视频/内容/素材,抖音视频评论表（主评论+子评论）
ods_xd_manage_data_douyin_comment_log,ods,内容创意,content,日志/任务/系统,评论抓取执行日志
ods_xd_manage_data_douyin_lin_ke,ods,达人,talent,达人/作者,抖音林客达人信息表
ods_xd_manage_data_douyin_live_account,ods,直播,live,直播,抖音直播专业版_账户Cookie管理
ods_xd_manage_data_douyin_live_comment,ods,直播,live,直播,抖音直播专业版_直播弹幕评论表
ods_xd_manage_data_douyin_live_review,ods,直播,live,直播,抖音直播专业版_直播复盘列表及数据
ods_xd_manage_data_douyin_live_screen,ods,直播,live,直播,直播数据大屏-主表(核心指标汇总)
ods_xd_manage_data_douyin_live_screen_comment,ods,直播,live,直播,直播数据大屏-弹幕评论
ods_xd_manage_data_douyin_live_screen_explanation,ods,直播,live,直播,直播数据大屏-商品讲解时段
ods_xd_manage_data_douyin_live_screen_product,ods,直播,live,直播,直播数据大屏-商品明细
ods_xd_manage_data_douyin_live_screen_product_trend,ods,直播,live,直播,直播数据大屏-商品分钟级趋势
ods_xd_manage_data_douyin_live_screen_trend,ods,直播,live,直播,直播数据大屏-分钟级趋势
ods_xd_manage_data_douyin_live_screen_video_drainage,ods,直播,live,直播,直播数据大屏-短视频引流
ods_xd_manage_data_life_douyin_sales_detail,ods,职能后台,admin,订单交易,平台：抖音来客 数据来源：订单管理-售卖明细
ods_xd_manage_data_life_douyin_trade_detail,ods,本地生活,local_life,订单交易,平台：抖音来客 数据来源：订单管理(新)-交易查询-成交明细
ods_xd_manage_data_life_douyin_trade_detail_verify,ods,本地生活,local_life,订单交易,平台：抖音来客 数据来源：订单管理(新)-交易查询-成交明细_核销_投放
ods_xd_manage_data_life_douyin_verification_detail,ods,职能后台,admin,订单交易,平台：抖音来客 数据来源：订单管理-核销明细
ods_xd_manage_data_life_douyin_verify_detail,ods,本地生活,local_life,订单交易,平台：抖音来客 数据来源：订单管理(新)-交易查询-核销明细
ods_xd_manage_data_linke_author_credit_info,ods,达人,talent,达人/作者,抖音林客达人基础信息表（抖音林客-达人详情-基础信息）
ods_xd_manage_data_linke_author_live_data,ods,达人,talent,直播,抖音林客达人直播带货全量统计数据表（抖音林客-达人详情-直播视频）
ods_xd_manage_data_linke_author_page,ods,达人,talent,达人/作者,抖音林客达人列表信息（抖音林客分页查询）
ods_xd_manage_data_linke_author_sales_data,ods,达人,talent,达人/作者,达人带货数据统计表(抖音林客-达人运营-达人详情-数据概览)
ods_xd_manage_data_linke_author_video_data,ods,达人,talent,视频/内容/素材,达人带货视频统计数据详情表（抖音林客-达人详情-视频数据）
ods_xd_manage_data_linke_author_wide,ods,达人,talent,达人/作者,抖音林客达人全维度大宽表（5表合一）
ods_xd_manage_data_local_ads_live_control_task_detail,ods,投流/投放,traffic,日志/任务/系统,直播全域投放-调控数据明细
ods_xd_manage_data_local_ads_live_material_detail,ods,投流/投放,traffic,直播,直播全域投放-素材明细
ods_xd_manage_data_local_ads_material,ods,投流/投放,traffic,视频/内容/素材,本地推_标准投放_素材级_数据明细表
ods_xd_manage_data_local_ads_material_test,ods,投流/投放,traffic,视频/内容/素材,巨量本地推素材投放明细-路径(巨量本地推-标准投放-素材列表)
ods_xd_manage_data_local_ads_order_detail,ods,投流/投放,traffic,订单交易,本地推_标准投放_单元级_成单明细表
ods_xd_manage_data_local_ads_poi_ad_stats,ods,投流/投放,traffic,广告/投放,本地推_门店全域_单元级_投放明细表
ods_xd_manage_data_local_ads_poi_control_task_detail,ods,投流/投放,traffic,日志/任务/系统,巨量本地推门店全域投放-调控模块任务明细
ods_xd_manage_data_local_ads_poi_material_video_detail,ods,投流/投放,traffic,视频/内容/素材,巨量本地推门店全域投放-素材明细(ROI2视频)
ods_xd_manage_data_local_ads_poi_order_detail,ods,投流/投放,traffic,订单交易,本地推_门店全域_单元级_成单明细表
ods_xd_manage_data_local_ads_project_stats,ods,投流/投放,traffic,广告/投放,本地推_标准投放_项目级_数据明细表
ods_xd_manage_data_local_ads_promotion_detail,ods,投流/投放,traffic,广告/投放,本地推_标准投放_单元级_投放明细表
ods_xd_manage_data_oceanengine_local_accounts,ods,投流/投放,traffic,广告/投放,巨量本地推投放账户数据列表;路径（投放-广告投放-巨量本地推投放数据-账户列表）
ods_xd_manage_data_optimizer_roster,ods,投流/投放,traffic,未分类,优化师与巨量引擎账户名单总表
ods_xd_manage_data_syj_crowd_chart,ods,内容创意,content,未分类,生意经-人群-人群资产-图表核心数据表
ods_xd_manage_data_syj_crowd_overview,ods,内容创意,content,汽车/品牌/车型,生意经-人群-核心概览大盘数据表(每天每品牌一行)
ods_xd_manage_data_syj_live,ods,直播,live,直播,抖音生意经-直播间数据列表(路径:流量-内容经营-直播分析-直播列表)
ods_xd_manage_data_syj_talent_video,ods,达人,talent,视频/内容/素材,抖音生意经流量达人视频-路径(流量-内容经营-视频分析-达人视频列表)
ods_xd_manage_data_syj_video_traffic_analysis,ods,内容创意,content,视频/内容/素材,生意经-视频分析-流量转化核心指标表
ods_xd_manage_data_tag_list,ods,内容创意,content,未分类,巨量引擎标签列表信息表
ods_xd_manage_data_tag_management,ods,内容创意,content,未分类,巨量引擎标签管理信息表
ods_xd_manage_data_tag_management_summary,ods,内容创意,content,未分类,巨量引擎标签管理汇总统计表
ods_xd_manage_data_video_material_info,ods,内容创意,content,视频/内容/素材,视频素材信息表
ods_xd_manage_data_xt_author_all_video,ods,达人,talent,视频/内容/素材,作者全量视频数据表（巨量星图-达人详情-创作能力--全部视频）
ods_xd_manage_data_xt_author_base_info,ods,达人,talent,达人/作者,达人主信息详情表(巨量星图-达人基础信息)
ods_xd_manage_data_xt_author_content_distribution,ods,达人,talent,视频/内容/素材,达人内容兴趣分布表(巨量星图-达人详情-连接用户-连接用户来源)
ods_xd_manage_data_xt_author_cost_metrics,ods,达人,talent,达人/作者,达人投放成本指标表(巨量星图-达人详情-商业报价-性价比/效果预估)
ods_xd_manage_data_xt_author_credit_data,ods,达人,talent,订单交易,达人信用分&订单能力数据表(巨量星图-达人详情-履约能力-履约能力分析)
ods_xd_manage_data_xt_author_funnel_data,ods,达人,talent,达人/作者,"达人漏斗转化数据表（巨量星图-达人详情-连接用户-连接用户分布,连接用户漏斗）"
ods_xd_manage_data_xt_author_latest_video,ods,达人,talent,视频/内容/素材,作者最新视频数据表（巨量星图-达人详情-创作能力-最新15个视频表现柱状图）
ods_xd_manage_data_xt_author_link_fans_stat,ods,达人,talent,日志/任务/系统,"达人粉丝统计总表（巨量星图-达人详情-连接用户-连接用户趋势（存在历史趋势,需要取最新的一条,坐标时间是当前日期往后推一个月的日期量,若取值中无对应的日期即为0值展示））"
ods_xd_manage_data_xt_author_page,ods,达人,talent,达人/作者,达人信息表(巨量星图-达人信息分页查询)
ods_xd_manage_data_xt_author_portrait_distribution,ods,达人,talent,达人/作者,达人用户画像分布明细表（巨量星图-达人详情-连接用户-连接用户画像）
ods_xd_manage_data_xt_author_price_info,ods,达人,talent,达人/作者,达人服务报价信息表(巨量星图-达人详情-商业报价-达人服务报价)
ods_xd_manage_data_xt_author_search_metrics,ods,达人,talent,达人/作者,达人搜索指标表(巨量星图-达人详情-商业报价-种草价值)
ods_xd_manage_data_xt_author_video_metrics,ods,达人,talent,视频/内容/素材,达人视频指标表(巨量星图-达人详情-商业报价-传播价值)
ods_xd_manage_del_data_business_creative_material,ods,投流/投放,traffic,视频/内容/素材,巨量引擎创意素材分析数据表
ods_xd_manage_oceanengine_tokens,ods,投流/投放,traffic,未分类,巨量引擎OAuth2.0令牌存储表
ods_xd_manage_store_ad_account_cost_mid,ods,投流/投放,traffic,广告/投放,门店广告账户成本中间表
ods_xd_manage_store_cost_summary_mid,ods,投流/投放,traffic,门店/经销商/POI,门店成本汇总中间表
ods_xd_manage_syj_chart_data_text,ods,内容创意,content,未分类,生意经_图表核心长文本数据表
ods_xd_manage_t_ad_flow_master,ods,投流/投放,traffic,广告/投放,优化师表
ods_xd_manage_t_ad_flow_master_account,ods,投流/投放,traffic,广告/投放,优化师负责账号
ods_xd_manage_t_menu,ods,职能后台,admin,未分类,菜单表
ods_xd_manage_t_menu_function,ods,职能后台,admin,未分类,菜单功能表
ods_xd_manage_t_monitor_account,ods,投流/投放,traffic,组织/用户/权限,账户监控通知
ods_xd_manage_t_monitor_budget_cost_alter,ods,投流/投放,traffic,财务/成本/结算,账户预算撞线告警
ods_xd_manage_t_monitor_invalid_cost_alter,ods,投流/投放,traffic,财务/成本/结算,账户空耗告警
ods_xd_manage_t_monitor_log_white,ods,投流/投放,traffic,日志/任务/系统,监控日志白名单
ods_xd_manage_t_monitor_notice_log,ods,投流/投放,traffic,日志/任务/系统,监控通知日志
ods_xd_manage_t_monitor_tag,ods,投流/投放,traffic,未分类,监控标签
ods_xd_manage_t_monitor_tag_log,ods,投流/投放,traffic,日志/任务/系统,监控标签有消耗日志
ods_xd_manage_t_monitor_tag_white,ods,投流/投放,traffic,未分类,监控标签白名单
ods_xd_manage_t_org_cost_conf,ods,投流/投放,traffic,财务/成本/结算,账户空耗配置表
ods_xd_manage_t_platform,ods,职能后台,admin,未分类,服务平台
ods_xd_manage_t_project,ods,职能后台,admin,未分类,项目表
ods_xd_manage_t_role,ods,职能后台,admin,组织/用户/权限,角色表
ods_xd_manage_t_role_permission,ods,职能后台,admin,组织/用户/权限,角色权限表
ods_xd_manage_t_role_platform,ods,职能后台,admin,组织/用户/权限,角色对应服务平台
ods_xd_manage_t_user,ods,职能后台,admin,组织/用户/权限,平台用户表
ods_xd_manage_t_user_operation_his,ods,职能后台,admin,组织/用户/权限,用户操作记录表
ods_xd_video_content_details,ods,内容创意,content,视频/内容/素材,星动方向盘授权账户，视频下载至oss地址
ods_xdwx_material_ai_script,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_ai_script_case,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_ai_script_case_version,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_ai_script_dictionary,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_ai_script_sensitive_word,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_brand,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_car_model,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_car_model_host_image,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_car_selling_point,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_car_selling_point_relation,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_car_selling_point_tag,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_conf_car_brand,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_conf_car_model,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_conf_car_series,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_conf_db_version,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_conf_lock,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_material_audit_history,ods,内容创意,content,日志/任务/系统,
ods_xdwx_material_material_download_history,ods,内容创意,content,日志/任务/系统,
ods_xdwx_material_material_join_type,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_material_tag_relation,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_materials,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_materials_backup,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_materials_type,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_mixcut_task,ods,内容创意,content,日志/任务/系统,
ods_xdwx_material_mixcut_task_event,ods,内容创意,content,日志/任务/系统,
ods_xdwx_material_mixcut_task_run,ods,内容创意,content,日志/任务/系统,
ods_xdwx_material_mixcut_task_step,ods,内容创意,content,日志/任务/系统,
ods_xdwx_material_photographer,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_presentation_config,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_prompt_generate_task,ods,内容创意,content,日志/任务/系统,
ods_xdwx_material_rm_mark_task,ods,内容创意,content,日志/任务/系统,
ods_xdwx_material_rm_raw_material_node,ods,内容创意,content,视频/内容/素材,
ods_xdwx_material_rm_raw_material_tag_relation,ods,内容创意,content,视频/内容/素材,
